Frequency (Hz)	Level (dB)
7734.375000	-88.010010
7781.250000	-87.979942
7828.125000	-88.223030
7875.000000	-88.586128
7921.875000	-88.621552
7968.750000	-85.831009
8015.625000	-84.715469
8062.500000	-87.920296
8109.375000	-88.329597
8156.250000	-87.905685
8203.125000	-88.114479
8250.000000	-88.085762
8296.875000	-88.122383
8343.750000	-88.287895
8390.625000	-87.992973
8437.500000	-88.047813
8484.375000	-88.149277
8531.250000	-87.834702
8578.125000	-88.074066
8625.000000	-88.676476
8671.875000	-88.629005
8718.750000	-88.318695
8765.625000	-88.165573
8812.500000	-88.323433
8859.375000	-88.132057
8906.250000	-88.093788
8953.125000	-88.364487
9000.000000	-87.931267
9046.875000	-87.372314
9093.750000	-87.491714
9140.625000	-88.089836
9187.500000	-88.110451
9234.375000	-88.213524
9281.250000	-88.293793
9328.125000	-88.247795
9375.000000	-88.361687
9421.875000	-88.363678
9468.750000	-88.449257
9515.625000	-88.571487
9562.500000	-88.463478
9609.375000	-88.334106
9656.250000	-88.544601
9703.125000	-88.572563
9750.000000	-88.516388
9796.875000	-88.552841
9843.750000	-88.555130
9890.625000	-88.577011
9937.500000	-88.289383
9984.375000	-86.519508
10031.250000	-86.913918
10078.125000	-88.290497
10125.000000	-88.089012
10171.875000	-88.142853
10218.750000	-88.546227
10265.625000	-88.652473
10312.500000	-88.407600
10359.375000	-88.304947
10406.250000	-88.276237
10453.125000	-88.369881
10500.000000	-88.300262
10546.875000	-88.467766
10593.750000	-88.610878
10640.625000	-88.656303
10687.500000	-88.333107
10734.375000	-88.278915
10781.250000	-88.445518
10828.125000	-88.678253
10875.000000	-88.782280
10921.875000	-88.030815
10968.750000	-84.044487
11015.625000	-82.818825
11062.500000	-84.080643
11109.375000	-80.039536
11156.250000	-80.143364
11203.125000	-80.753540
11250.000000	-76.802818
11296.875000	-76.612595
11343.750000	-80.048660
11390.625000	-81.723587
11437.500000	-83.911018
11484.375000	-86.838188
11531.250000	-87.838623
11578.125000	-87.971329
11625.000000	-88.302963
11671.875000	-88.821671
11718.750000	-88.696533
11765.625000	-88.628593
11812.500000	-88.641853
11859.375000	-88.314880
11906.250000	-88.139305
11953.125000	-87.776184
12000.000000	-86.332108
12046.875000	-86.962173
12093.750000	-87.438637
12140.625000	-87.933952
12187.500000	-88.077545
12234.375000	-88.537132
12281.250000	-88.790756
12328.125000	-88.536316
12375.000000	-88.390587
12421.875000	-88.611603
12468.750000	-88.313477
12515.625000	-87.418129
12562.500000	-85.494812
12609.375000	-82.466827
12656.250000	-72.311882
12703.125000	-65.026512
12750.000000	-61.123192
12796.875000	-60.349304
12843.750000	-64.517914
12890.625000	-67.049034
12937.500000	-68.246513
12984.375000	-64.051033
13031.250000	-64.469795
13078.125000	-67.204849
13125.000000	-68.956917
13171.875000	-68.166580
13218.750000	-66.177940
13265.625000	-68.070053
13312.500000	-68.271973
13359.375000	-66.981888
13406.250000	-68.914154
13453.125000	-72.216110
13500.000000	-69.066429
13546.875000	-72.097336
13593.750000	-78.039429
13640.625000	-79.222878
13687.500000	-79.155701
13734.375000	-82.686150
13781.250000	-84.976471
13828.125000	-85.556641
13875.000000	-85.771637
