Frequency (Hz)	Level (dB)
5671.875000	-89.818398
5718.750000	-89.853111
5765.625000	-89.783768
5812.500000	-89.800056
5859.375000	-89.762390
5906.250000	-89.759727
5953.125000	-89.851036
6000.000000	-89.882637
6046.875000	-89.696289
6093.750000	-89.343826
6140.625000	-89.569328
6187.500000	-89.648613
6234.375000	-89.522949
6281.250000	-89.596069
6328.125000	-89.789162
6375.000000	-89.642227
6421.875000	-89.678856
6468.750000	-89.984474
6515.625000	-89.796196
6562.500000	-89.650856
6609.375000	-89.843201
6656.250000	-89.748787
6703.125000	-89.851227
6750.000000	-89.580879
6796.875000	-89.797195
6843.750000	-89.871765
6890.625000	-89.655052
6937.500000	-89.513390
6984.375000	-89.653458
7031.250000	-89.734245
7078.125000	-89.929825
7125.000000	-89.937920
7171.875000	-89.672485
7218.750000	-89.605049
7265.625000	-89.698303
7312.500000	-89.749893
7359.375000	-89.607597
7406.250000	-89.851486
7453.125000	-89.653931
7500.000000	-89.654625
7546.875000	-89.653488
7593.750000	-89.592163
7640.625000	-89.861900
7687.500000	-89.691612
7734.375000	-89.695877
7781.250000	-89.778175
7828.125000	-89.779793
7875.000000	-89.743904
7921.875000	-89.591179
7968.750000	-89.742165
8015.625000	-89.831177
8062.500000	-89.879646
8109.375000	-89.740601
8156.250000	-89.838509
8203.125000	-89.682236
8250.000000	-89.624596
8296.875000	-89.762001
8343.750000	-89.869576
8390.625000	-89.857056
8437.500000	-89.803947
8484.375000	-89.614113
8531.250000	-89.689415
8578.125000	-89.845802
8625.000000	-89.856651
8671.875000	-89.852074
8718.750000	-89.780182
8765.625000	-89.678467
8812.500000	-89.747040
8859.375000	-89.572296
8906.250000	-89.674339
8953.125000	-89.855354
9000.000000	-89.750908
9046.875000	-89.819061
9093.750000	-89.718109
9140.625000	-89.837990
9187.500000	-89.678581
9234.375000	-89.544731
9281.250000	-89.731018
9328.125000	-89.840996
9375.000000	-89.757103
9421.875000	-89.685966
9468.750000	-89.803360
9515.625000	-89.729263
9562.500000	-89.870399
9609.375000	-89.820152
9656.250000	-89.862946
9703.125000	-89.977356
9750.000000	-90.014862
9796.875000	-89.824089
9843.750000	-89.666664
9890.625000	-89.677620
9937.500000	-89.792641
9984.375000	-89.747269
10031.250000	-89.836128
10078.125000	-89.768173
10125.000000	-89.661179
10171.875000	-89.800552
10218.750000	-89.848328
10265.625000	-89.700668
10312.500000	-89.815910
10359.375000	-89.636986
10406.250000	-89.704773
10453.125000	-89.679459
10500.000000	-89.653656
10546.875000	-89.648407
10593.750000	-89.895683
10640.625000	-89.905678
10687.500000	-89.909409
10734.375000	-89.861992
10781.250000	-89.630989
10828.125000	-89.894455
10875.000000	-89.767303
10921.875000	-89.646729
10968.750000	-89.304916
11015.625000	-89.100250
11062.500000	-88.770798
11109.375000	-88.755486
11156.250000	-88.734192
11203.125000	-88.888878
11250.000000	-88.882805
11296.875000	-89.115059
11343.750000	-89.467209
11390.625000	-89.651321
11437.500000	-89.700928
11484.375000	-89.674026
11531.250000	-89.725830
11578.125000	-89.769470
11625.000000	-89.760742
11671.875000	-89.713158
11718.750000	-89.831268
11765.625000	-89.951988
11812.500000	-89.767616
11859.375000	-89.842171
11906.250000	-90.018951
11953.125000	-89.845802
12000.000000	-89.769417
12046.875000	-89.947456
12093.750000	-89.822502
12140.625000	-89.931404
12187.500000	-89.894081
12234.375000	-89.853844
12281.250000	-89.827271
12328.125000	-89.955521
12375.000000	-90.071136
12421.875000	-89.766479
12468.750000	-89.729561
12515.625000	-90.026962
12562.500000	-89.975822
12609.375000	-89.649902
12656.250000	-89.612183
12703.125000	-89.628510
12750.000000	-89.691849
12796.875000	-89.708954
12843.750000	-89.782631
12890.625000	-89.792755
12937.500000	-89.689636
12984.375000	-89.655212
13031.250000	-89.794868
13078.125000	-89.942711
13125.000000	-90.012657
13171.875000	-89.769531
13218.750000	-89.577858
13265.625000	-89.513626
13312.500000	-89.762688
13359.375000	-89.850281
13406.250000	-89.936119
13453.125000	-89.868912
13500.000000	-89.909271
13546.875000	-89.834473
13593.750000	-89.776924
13640.625000	-89.944611
13687.500000	-89.996681
13734.375000	-89.886978
13781.250000	-89.890114
13828.125000	-89.902122
13875.000000	-89.988434
13921.875000	-89.840401
13968.750000	-89.832176
14015.625000	-89.842728
14062.500000	-89.737297
14109.375000	-89.527687
14156.250000	-89.651649
14203.125000	-89.750778
14250.000000	-89.795036
14296.875000	-89.598503
14343.750000	-89.777657
14390.625000	-89.798103
14437.500000	-89.688026
14484.375000	-89.675072
14531.250000	-89.646675
14578.125000	-89.634361
14625.000000	-89.741203
14671.875000	-89.779747
14718.750000	-89.595512
14765.625000	-89.644806
14812.500000	-89.811295
14859.375000	-89.919960
14906.250000	-89.846359
14953.125000	-89.929443
15000.000000	-89.918930
15046.875000	-89.725975
15093.750000	-89.643143
15140.625000	-89.698509
15187.500000	-89.547920
15234.375000	-89.559601
15281.250000	-89.668251
15328.125000	-89.826706
15375.000000	-89.946518
15421.875000	-89.979187
15468.750000	-90.001572
15515.625000	-89.771515
15562.500000	-89.603104
15609.375000	-89.707970
15656.250000	-89.729942
15703.125000	-89.823059
15750.000000	-89.682434
15796.875000	-89.666458
15843.750000	-89.807533
15890.625000	-89.757584
15937.500000	-89.748848
15984.375000	-89.781746
16031.250000	-89.770966
16078.125000	-89.862160
16125.000000	-89.898293
16171.875000	-89.908577
16218.750000	-89.686813
16265.625000	-89.876320
16312.500000	-89.825989
16359.375000	-89.815285
16406.250000	-89.786659
16453.125000	-89.709946
16500.000000	-89.722618
16546.875000	-89.658310
16593.750000	-89.744362
16640.625000	-89.870689
16687.500000	-89.929810
16734.375000	-89.840759
16781.250000	-89.803192
16828.125000	-89.643837
16875.000000	-89.743576
16921.875000	-89.817703
16968.750000	-89.834572
17015.625000	-89.706039
17062.500000	-89.874405
17109.375000	-89.886055
17156.250000	-89.741241
17203.125000	-89.903633
17250.000000	-89.889816
17296.875000	-89.948807
17343.750000	-89.849831
17390.625000	-89.773232
17437.500000	-89.797623
17484.375000	-89.962013
17531.250000	-89.867157
17578.125000	-89.711792
17625.000000	-89.698280
17671.875000	-89.810089
17718.750000	-89.932449
17765.625000	-89.758728
17812.500000	-89.684639
17859.375000	-89.752602
17906.250000	-89.858124
17953.125000	-89.867332
18000.000000	-89.884949
18046.875000	-89.820686
18093.750000	-89.923073
18140.625000	-89.970604
18187.500000	-89.818642
18234.375000	-89.857063
18281.250000	-89.715614
18328.125000	-89.757881
18375.000000	-89.846848
18421.875000	-90.015579
18468.750000	-89.960503
18515.625000	-89.845070
18562.500000	-89.853989
18609.375000	-89.895065
18656.250000	-89.725441
18703.125000	-89.707779
18750.000000	-89.788551
18796.875000	-89.683594
18843.750000	-89.735840
18890.625000	-89.754776
18937.500000	-89.871117
18984.375000	-89.677971
19031.250000	-89.538300
19078.125000	-89.667694
19125.000000	-89.794502
19171.875000	-89.842285
19218.750000	-89.632919
19265.625000	-89.600365
19312.500000	-89.865913
19359.375000	-90.020271
19406.250000	-89.918259
19453.125000	-89.647186
19500.000000	-89.594414
19546.875000	-89.849617
19593.750000	-89.661194
19640.625000	-89.821327
19687.500000	-90.036049
19734.375000	-89.809830
19781.250000	-89.755737
19828.125000	-89.911110
19875.000000	-89.678810
19921.875000	-89.683868
19968.750000	-89.920776
20015.625000	-90.064407
20062.500000	-89.962250
20109.375000	-89.919968
20156.250000	-89.797882
20203.125000	-89.602074
20250.000000	-89.752182
20296.875000	-89.828407
20343.750000	-89.644653
20390.625000	-89.590508
20437.500000	-89.655823
20484.375000	-89.679642
20531.250000	-89.694801
20578.125000	-89.636307
20625.000000	-89.647011
20671.875000	-89.774666
20718.750000	-90.034050
20765.625000	-89.958580
20812.500000	-89.785973
20859.375000	-89.893265
20906.250000	-90.029579
20953.125000	-90.026726
21000.000000	-89.908966
21046.875000	-89.856865
21093.750000	-89.674400
21140.625000	-89.520775
21187.500000	-89.688744
21234.375000	-89.714348
21281.250000	-89.731117
21328.125000	-89.824150
21375.000000	-89.772972
21421.875000	-89.716408
21468.750000	-89.688828
21515.625000	-89.787003
21562.500000	-89.969536
21609.375000	-89.948784
21656.250000	-89.862007
21703.125000	-89.775993
21750.000000	-89.677773
21796.875000	-89.680435
21843.750000	-89.622490
21890.625000	-89.687935
