Frequency (Hz)	Level (dB)
17625.000000	-90.997925
17671.875000	-90.946533
17718.750000	-90.986176
17765.625000	-90.870285
17812.500000	-90.878853
17859.375000	-90.957268
17906.250000	-90.934128
17953.125000	-90.743492
18000.000000	-90.721329
18046.875000	-90.717545
18093.750000	-90.635361
18140.625000	-90.532845
18187.500000	-90.646881
18234.375000	-90.656471
18281.250000	-90.713982
18328.125000	-90.986084
18375.000000	-90.859558
18421.875000	-90.667526
18468.750000	-90.864197
18515.625000	-90.842209
18562.500000	-90.856133
18609.375000	-90.656509
18656.250000	-90.775597
18703.125000	-90.809555
18750.000000	-90.669434
18796.875000	-90.879295
18843.750000	-90.953178
18890.625000	-90.706993
18937.500000	-90.787186
18984.375000	-90.683624
19031.250000	-90.724686
19078.125000	-90.720421
19125.000000	-90.781921
19171.875000	-90.562775
19218.750000	-90.637802
19265.625000	-90.755074
19312.500000	-90.724091
19359.375000	-90.716011
19406.250000	-90.821114
19453.125000	-90.673073
19500.000000	-90.651260
19546.875000	-90.680229
19593.750000	-90.528130
19640.625000	-90.618698
19687.500000	-90.636292
19734.375000	-90.709053
19781.250000	-90.629089
19828.125000	-90.478264
19875.000000	-90.601234
19921.875000	-90.718277
19968.750000	-90.658234
20015.625000	-90.832680
20062.500000	-91.074745
20109.375000	-90.957520
20156.250000	-90.784508
20203.125000	-90.781349
20250.000000	-90.880333
20296.875000	-90.814178
20343.750000	-90.787392
20390.625000	-90.820343
20437.500000	-90.758781
20484.375000	-90.771828
20531.250000	-90.640373
20578.125000	-90.536362
20625.000000	-90.685585
20671.875000	-90.756638
20718.750000	-90.847305
20765.625000	-90.822914
20812.500000	-90.818924
20859.375000	-90.883850
20906.250000	-90.620552
20953.125000	-90.595474
21000.000000	-90.697319
21046.875000	-90.664444
21093.750000	-90.666046
21140.625000	-90.954132
21187.500000	-90.910225
21234.375000	-90.914719
21281.250000	-90.732651
21328.125000	-90.587189
21375.000000	-90.597382
21421.875000	-90.732239
21468.750000	-90.774498
21515.625000	-90.774277
21562.500000	-90.722893
21609.375000	-90.801125
21656.250000	-90.777275
21703.125000	-90.684937
21750.000000	-90.775513
21796.875000	-90.766418
21843.750000	-90.655769
21890.625000	-90.560936
21937.500000	-90.555321
21984.375000	-90.705139
22031.250000	-90.677040
22078.125000	-90.581215
22125.000000	-90.520538
22171.875000	-90.822472
22218.750000	-90.896805
22265.625000	-90.854675
22312.500000	-91.037254
22359.375000	-90.793060
22406.250000	-90.630531
22453.125000	-90.746048
22500.000000	-90.709961
22546.875000	-90.437279
22593.750000	-90.328812
22640.625000	-90.242439
22687.500000	-90.173531
22734.375000	-90.213226
22781.250000	-89.903442
22828.125000	-89.811935
22875.000000	-89.433136
22921.875000	-89.162201
22968.750000	-88.780685
23015.625000	-88.251724
23062.500000	-87.853745
23109.375000	-87.252007
23156.250000	-85.453949
23203.125000	-85.105858
23250.000000	-88.250839
23296.875000	-88.606102
23343.750000	-89.339226
23390.625000	-90.080078
23437.500000	-90.011772
23484.375000	-90.365631
23531.250000	-90.543770
23578.125000	-90.757935
23625.000000	-90.890793
23671.875000	-90.801346
23718.750000	-90.663361
23765.625000	-90.689964
23812.500000	-90.655563
23859.375000	-90.733009
23906.250000	-90.605347
23953.125000	-90.697304
