Frequency (Hz)	Level (dB)
46.875000	-40.338703
93.750000	-36.494980
140.625000	-36.938282
187.500000	-32.868633
234.375000	-23.601906
281.250000	-22.008938
328.125000	-25.679382
375.000000	-29.695656
421.875000	-28.128729
468.750000	-32.416618
515.625000	-34.527245
562.500000	-39.087826
609.375000	-45.337189
656.250000	-48.530125
703.125000	-52.870365
750.000000	-61.020103
796.875000	-62.073013
843.750000	-61.086349
890.625000	-59.431904
937.500000	-57.440151
984.375000	-55.426044
1031.250000	-58.095413
1078.125000	-56.573017
1125.000000	-56.948090
1171.875000	-56.043938
1218.750000	-56.084064
1265.625000	-55.555904
1312.500000	-53.737419
1359.375000	-49.156452
1406.250000	-48.023708
1453.125000	-49.766228
1500.000000	-48.560627
1546.875000	-49.978119
1593.750000	-51.409641
1640.625000	-55.824585
1687.500000	-60.124638
1734.375000	-65.454895
1781.250000	-67.507515
1828.125000	-59.332920
1875.000000	-43.521992
1921.875000	-38.708504
1968.750000	-42.867802
2015.625000	-53.932117
2062.500000	-54.728436
2109.375000	-47.998726
2156.250000	-46.888935
2203.125000	-53.021988
2250.000000	-60.482384
2296.875000	-67.542717
2343.750000	-63.597206
2390.625000	-59.300026
2437.500000	-63.031471
2484.375000	-69.765663
2531.250000	-74.756256
2578.125000	-77.559509
2625.000000	-76.798309
2671.875000	-76.346344
2718.750000	-78.671150
2765.625000	-79.886497
2812.500000	-80.818306
2859.375000	-79.141876
2906.250000	-79.997231
2953.125000	-83.258110
3000.000000	-82.790848
3046.875000	-81.736305
3093.750000	-84.539879
3140.625000	-85.839630
3187.500000	-86.757339
3234.375000	-86.083542
3281.250000	-85.576225
3328.125000	-83.683136
3375.000000	-80.290703
3421.875000	-84.087868
3468.750000	-86.638184
3515.625000	-86.182800
3562.500000	-86.898216
3609.375000	-84.194588
3656.250000	-84.785912
3703.125000	-85.707481
3750.000000	-81.544624
3796.875000	-82.332993
3843.750000	-80.181656
3890.625000	-78.635887
3937.500000	-83.774155
3984.375000	-86.252991
4031.250000	-86.789627
4078.125000	-85.624496
4125.000000	-80.592918
4171.875000	-79.130447
4218.750000	-84.182526
4265.625000	-87.989174
4312.500000	-87.720673
4359.375000	-87.524605
4406.250000	-80.319321
4453.125000	-79.401237
4500.000000	-83.043190
4546.875000	-81.277138
4593.750000	-82.676422
4640.625000	-88.118851
4687.500000	-85.772461
4734.375000	-86.747864
4781.250000	-89.523972
4828.125000	-87.621674
4875.000000	-88.198738
4921.875000	-89.181435
4968.750000	-86.331665
5015.625000	-87.433029
5062.500000	-86.128632
5109.375000	-81.927612
5156.250000	-83.151726
5203.125000	-87.389694
5250.000000	-87.914856
5296.875000	-88.815392
5343.750000	-90.367744
5390.625000	-89.586761
5437.500000	-88.516037
5484.375000	-89.680611
5531.250000	-90.090286
5578.125000	-88.566086
5625.000000	-89.301384
5671.875000	-90.992393
5718.750000	-91.207443
5765.625000	-91.217995
5812.500000	-91.332184
5859.375000	-91.073822
5906.250000	-91.117065
5953.125000	-91.073662
6000.000000	-90.472610
6046.875000	-90.371628
6093.750000	-91.037834
6140.625000	-91.251442
6187.500000	-91.237869
6234.375000	-91.482567
6281.250000	-91.446808
6328.125000	-91.489677
6375.000000	-91.611633
6421.875000	-91.504768
6468.750000	-91.189659
6515.625000	-91.367737
6562.500000	-90.285812
6609.375000	-87.664986
6656.250000	-86.403099
6703.125000	-86.217468
6750.000000	-86.210648
6796.875000	-85.984314
6843.750000	-87.013733
6890.625000	-86.838875
6937.500000	-88.054237
6984.375000	-90.495346
7031.250000	-90.824478
7078.125000	-89.489510
7125.000000	-87.875999
7171.875000	-88.611282
7218.750000	-89.049843
7265.625000	-89.096420
7312.500000	-87.672348
7359.375000	-88.178497
7406.250000	-90.134239
7453.125000	-88.736771
7500.000000	-90.279480
7546.875000	-91.691185
7593.750000	-90.993309
7640.625000	-91.525650
7687.500000	-91.849297
7734.375000	-90.221886
7781.250000	-90.377335
7828.125000	-91.731171
7875.000000	-91.608467
7921.875000	-91.878677
7968.750000	-92.268982
8015.625000	-92.110497
8062.500000	-92.110954
8109.375000	-92.304337
