Frequency (Hz)	Level (dB)
19500.000000	-79.959717
19546.875000	-80.333649
19593.750000	-80.185173
19640.625000	-79.957191
19687.500000	-79.959137
19734.375000	-79.862717
19781.250000	-79.896774
19828.125000	-79.908142
19875.000000	-79.904724
19921.875000	-79.882744
19968.750000	-80.102943
20015.625000	-80.204521
20062.500000	-80.214073
20109.375000	-80.327950
20156.250000	-79.995651
20203.125000	-79.953331
20250.000000	-79.964554
20296.875000	-80.151749
20343.750000	-80.107262
20390.625000	-80.015175
20437.500000	-79.922012
20484.375000	-80.106468
20531.250000	-80.199646
20578.125000	-80.195930
20625.000000	-80.030548
20671.875000	-79.830177
20718.750000	-80.155731
20765.625000	-80.113754
20812.500000	-80.058273
20859.375000	-80.030167
20906.250000	-79.763809
20953.125000	-79.956558
21000.000000	-79.921364
21046.875000	-80.248947
21093.750000	-80.242836
21140.625000	-80.138962
21187.500000	-80.111984
21234.375000	-80.154541
21281.250000	-80.143822
21328.125000	-79.955925
21375.000000	-80.105087
21421.875000	-80.138397
21468.750000	-79.935104
21515.625000	-80.043182
21562.500000	-79.862556
21609.375000	-79.976303
21656.250000	-80.125229
21703.125000	-79.813988
21750.000000	-79.948616
21796.875000	-80.210289
21843.750000	-80.188751
21890.625000	-80.077431
21937.500000	-80.120056
21984.375000	-80.035431
22031.250000	-79.985947
22078.125000	-79.730110
22125.000000	-79.911491
22171.875000	-79.746529
22218.750000	-80.076485
22265.625000	-80.076141
22312.500000	-79.881485
22359.375000	-80.095207
22406.250000	-80.053841
22453.125000	-79.914383
22500.000000	-80.074600
22546.875000	-79.788544
22593.750000	-79.716583
22640.625000	-79.502037
22687.500000	-78.962883
22734.375000	-77.962494
22781.250000	-75.671837
22828.125000	-75.176941
22875.000000	-72.387756
22921.875000	-70.028023
22968.750000	-71.890617
23015.625000	-71.953033
23062.500000	-72.176422
23109.375000	-74.400261
23156.250000	-74.661995
23203.125000	-75.710266
23250.000000	-76.148285
23296.875000	-76.495468
23343.750000	-77.356232
23390.625000	-77.689011
23437.500000	-77.620338
23484.375000	-77.898941
23531.250000	-77.748978
23578.125000	-77.922066
23625.000000	-78.067421
23671.875000	-77.407280
23718.750000	-78.200325
23765.625000	-78.078156
23812.500000	-77.845932
23859.375000	-78.246346
23906.250000	-78.098862
23953.125000	-78.211067
