Frequency (Hz)	Level (dB)
15328.125000	-75.836632
15375.000000	-75.491432
15421.875000	-76.843903
15468.750000	-75.312416
15515.625000	-76.729424
15562.500000	-76.029411
15609.375000	-75.687889
15656.250000	-76.734077
15703.125000	-75.275192
15750.000000	-76.530373
15796.875000	-75.255211
15843.750000	-75.647781
15890.625000	-76.441994
15937.500000	-75.007088
15984.375000	-76.562996
16031.250000	-75.764130
16078.125000	-75.755928
16125.000000	-76.662514
16171.875000	-75.278015
16218.750000	-76.618927
16265.625000	-75.924583
16312.500000	-75.788277
16359.375000	-76.803375
16406.250000	-75.605270
16453.125000	-76.993629
16500.000000	-76.581345
16546.875000	-75.772690
16593.750000	-76.955605
16640.625000	-75.572594
16687.500000	-76.322472
16734.375000	-76.785637
16781.250000	-75.366699
16828.125000	-76.857521
16875.000000	-75.915092
16921.875000	-75.693138
16968.750000	-77.147583
17015.625000	-75.784546
17062.500000	-76.509567
17109.375000	-76.804344
17156.250000	-75.590485
17203.125000	-77.179924
17250.000000	-76.428291
17296.875000	-75.926132
17343.750000	-77.194717
17390.625000	-75.920662
17437.500000	-76.384712
17484.375000	-77.201309
17531.250000	-75.783974
17578.125000	-77.030823
17625.000000	-76.939980
17671.875000	-75.621460
17718.750000	-77.178665
17765.625000	-76.274559
17812.500000	-75.736259
17859.375000	-77.340240
17906.250000	-76.206444
17953.125000	-76.221321
18000.000000	-77.413010
18046.875000	-76.057243
18093.750000	-76.579369
18140.625000	-77.259254
18187.500000	-75.780830
18234.375000	-76.808235
18281.250000	-76.918823
18328.125000	-75.673210
18375.000000	-77.144600
18421.875000	-77.088036
18468.750000	-76.002159
18515.625000	-77.353485
18562.500000	-77.050636
18609.375000	-76.128922
18656.250000	-77.275467
18703.125000	-76.689720
18750.000000	-75.933998
18796.875000	-77.362404
18843.750000	-76.615143
18890.625000	-75.949692
18937.500000	-77.539452
18984.375000	-76.845535
19031.250000	-76.154533
19078.125000	-77.529762
19125.000000	-76.734703
19171.875000	-76.227875
19218.750000	-77.683434
19265.625000	-76.721664
19312.500000	-76.083992
19359.375000	-77.416916
19406.250000	-76.716263
19453.125000	-76.072708
19500.000000	-77.881035
19546.875000	-77.375992
19593.750000	-76.334579
19640.625000	-77.671417
19687.500000	-77.410965
19734.375000	-76.294037
19781.250000	-77.534836
19828.125000	-77.489838
19875.000000	-75.951424
19921.875000	-77.173500
19968.750000	-78.681335
20015.625000	-79.052124
20062.500000	-79.710968
20109.375000	-80.529472
20156.250000	-79.851166
20203.125000	-79.826813
20250.000000	-80.522217
20296.875000	-79.867165
20343.750000	-79.604271
20390.625000	-80.281631
20437.500000	-80.026215
20484.375000	-79.485268
20531.250000	-80.250404
20578.125000	-80.319992
20625.000000	-79.713074
20671.875000	-80.304840
20718.750000	-80.431374
20765.625000	-79.704811
20812.500000	-79.784958
20859.375000	-80.559105
20906.250000	-80.108803
20953.125000	-79.739365
21000.000000	-80.547501
21046.875000	-80.164246
21093.750000	-79.557503
21140.625000	-80.378098
21187.500000	-80.206078
21234.375000	-79.709511
21281.250000	-79.826866
21328.125000	-79.921356
21375.000000	-79.807991
21421.875000	-79.976204
21468.750000	-80.666069
21515.625000	-80.617317
21562.500000	-79.784431
21609.375000	-80.480232
21656.250000	-80.980553
21703.125000	-79.912140
21750.000000	-79.845467
21796.875000	-80.368736
21843.750000	-80.107704
21890.625000	-79.681175
21937.500000	-80.344803
21984.375000	-80.738853
22031.250000	-79.646912
22078.125000	-79.799232
22125.000000	-80.545006
22171.875000	-79.807121
22218.750000	-79.504684
22265.625000	-79.998657
22312.500000	-80.157372
22359.375000	-79.628708
22406.250000	-79.969208
22453.125000	-80.529572
22500.000000	-79.666855
22546.875000	-79.488693
22593.750000	-80.061134
22640.625000	-80.153687
22687.500000	-79.628868
22734.375000	-79.711273
22781.250000	-80.213585
22828.125000	-79.745705
22875.000000	-79.073563
22921.875000	-79.547073
22968.750000	-79.638351
23015.625000	-78.736664
23062.500000	-77.885246
23109.375000	-77.407860
23156.250000	-77.058479
23203.125000	-74.458061
23250.000000	-74.917000
23296.875000	-75.570389
23343.750000	-75.207924
23390.625000	-77.119453
23437.500000	-77.412964
23484.375000	-78.468315
23531.250000	-77.536751
23578.125000	-77.748016
23625.000000	-78.924316
23671.875000	-77.287094
23718.750000	-78.460564
23765.625000	-78.330452
23812.500000	-78.606377
23859.375000	-79.859962
23906.250000	-78.689430
23953.125000	-79.032715
